collected_at,station,observation_time,temperature_c,dewpoint_c,wind_speed_kt,raw_text,source
2026-09-10T21:54:53.267815+00:00,FACT,2026-09-10T21:00:00.000Z,16.0,13.0,16.0,METAR FACT 102100Z 19016KT 9999 FEW005 16/13 Q1022 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267822+00:00,KATL,2026-09-10T22:00:00.000Z,31.7,18.9,3.0,METAR KATL 102152Z 18003KT 10SM FEW050 FEW250 32/19 A3000 RMK AO2 SLP146 TCU DSNT NE SE S T03170189 $,AviationWeather.gov METAR
2026-09-10T21:54:53.267828+00:00,KAUS,2026-09-10T21:00:00.000Z,37.2,18.9,7.0,METAR KAUS 102053Z 21007KT 10SM FEW065 SCT080 SCT200 37/19 A2988 RMK AO2 SLP103 T03720189 58039,AviationWeather.gov METAR
2026-09-10T21:54:53.267833+00:00,KBKF,2026-09-10T21:00:00.000Z,30.4,-9.3,6.0,METAR KBKF 102058Z VRB06KT 10SM FEW080 FEW140 30/M09 A3010 RMK AO2A SLP116 T03041093 57028,AviationWeather.gov METAR
2026-09-10T21:54:53.267837+00:00,KDAL,2026-09-10T21:00:00.000Z,36.7,17.8,3.0,METAR KDAL 102053Z VRB03KT 10SM SCT075TCU SCT110 BKN250 37/18 A2988 RMK AO2 SLP110 CB DSNT W-N MOV SE TCU SW-NW-NE AND DSNT ALQDS T03670178 56029,AviationWeather.gov METAR
2026-09-10T21:54:53.267841+00:00,KHOU,2026-09-10T21:00:00.000Z,30.6,22.2,0.0,METAR KHOU 102053Z 00000KT 10SM SCT040 SCT100 SCT200 BKN250 31/22 A2993 RMK AO2 SLP137 CB DSNT SW MOV LTL T03060222 56025,AviationWeather.gov METAR
2026-09-10T21:54:53.267845+00:00,KLAX,2026-09-10T21:00:00.000Z,31.1,19.4,10.0,METAR KLAX 102053Z 28010KT 10SM FEW120 FEW180 SCT230 SCT280 31/19 A2987 RMK AO2 SLP111 TCU DSNT NE CB DSNT E T03110194 58019 $,AviationWeather.gov METAR
2026-09-10T21:54:53.267849+00:00,KLGA,2026-09-10T21:00:00.000Z,30.0,16.7,10.0,METAR KLGA 102051Z 30010G20KT 10SM FEW060 FEW150 SCT180 BKN250 30/17 A2982 RMK AO2 SLP097 T03000167 55006,AviationWeather.gov METAR
2026-09-10T21:54:53.267853+00:00,KMIA,2026-09-10T21:00:00.000Z,29.4,23.9,3.0,METAR KMIA 102053Z 18003KT 10SM FEW025 SCT180 OVC250 29/24 A3000 RMK AO2 SLP157 60001 T02940239 56029,AviationWeather.gov METAR
2026-09-10T21:54:53.267857+00:00,KORD,2026-09-10T22:00:00.000Z,25.0,11.1,4.0,METAR KORD 102151Z 08004KT 10SM FEW050 SCT250 25/11 A3000 RMK AO2 SLP155 T02500111,AviationWeather.gov METAR
2026-09-10T21:54:53.267861+00:00,KSEA,2026-09-10T21:00:00.000Z,20.0,12.2,6.0,METAR KSEA 102053Z 31006KT 10SM FEW025 SCT042 BKN050 BKN240 20/12 A3003 RMK AO2 SLP173 T02000122 56008 $,AviationWeather.gov METAR
2026-09-10T21:54:53.267865+00:00,KSFO,2026-09-10T21:00:00.000Z,28.9,12.2,12.0,METAR KSFO 102056Z 31012KT 10SM FEW200 29/12 A2995 RMK AO2 SLP141 T02890122 58012 $,AviationWeather.gov METAR
2026-09-10T21:54:53.267869+00:00,LEMD,2026-09-10T21:30:00.000Z,20.0,-1.0,3.0,METAR LEMD 102130Z 36003KT CAVOK 20/M01 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267873+00:00,LFPB,2026-09-10T21:30:00.000Z,14.0,8.0,1.0,METAR LFPB 102130Z AUTO 35001KT CAVOK 14/08 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267877+00:00,LIMC,2026-09-10T21:20:00.000Z,19.0,17.0,4.0,METAR LIMC 102120Z 07004KT 9999 -RA BKN050 19/17 Q1015 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267881+00:00,LTAC,2026-09-10T21:20:00.000Z,17.0,4.0,3.0,METAR LTAC 102120Z 03003KT CAVOK 17/04 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267885+00:00,MMMX,2026-09-10T21:45:00.000Z,23.0,11.0,15.0,SPECI MMMX 102145Z 02015KT 6SM VCRA BKN020CB BKN080 OVC220 23/11 A3027 TEMPO 5SM TSRA RMK 8/963 HZY BINOVC VSBY LWR PCPN N NW,AviationWeather.gov METAR
2026-09-10T21:54:53.267889+00:00,MPMG,2026-09-10T21:00:00.000Z,29.0,26.0,5.0,METAR MPMG 102100Z 31005KT 280V340 9000 VCSH SCT016CB SCT080 29/26 Q1007 RETSRA TEMPO TS,AviationWeather.gov METAR
2026-09-10T21:54:53.267893+00:00,NZWN,2026-09-10T21:30:00.000Z,11.0,5.0,16.0,METAR NZWN 102130Z AUTO 35016KT 320V020 9999 SCT031/// 11/05 Q1006,AviationWeather.gov METAR
2026-09-10T21:54:53.267897+00:00,OEJN,2026-09-10T21:00:00.000Z,32.0,27.0,6.0,METAR OEJN 102100Z 31006KT 9999 SCT040 32/27 Q1006 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267901+00:00,OPKC,2026-09-10T21:30:00.000Z,27.0,23.0,3.0,METAR OPKC 102130Z 26003KT 4000 HZ SCT020 27/23 Q1008 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267905+00:00,RJTT,2026-09-10T21:30:00.000Z,19.0,18.0,10.0,METAR RJTT 102130Z 36010KT 4500 RA BR FEW004 BKN015 19/18 Q1019 TEMPO 3000 SHRA BR FEW003 BKN005,AviationWeather.gov METAR
2026-09-10T21:54:53.267909+00:00,RKPK,2026-09-10T21:00:00.000Z,19.0,15.0,3.0,METAR RKPK 102100Z 31003KT CAVOK 19/15 Q1019,AviationWeather.gov METAR
2026-09-10T21:54:53.267913+00:00,RKSI,2026-09-10T21:30:00.000Z,16.0,15.0,6.0,METAR RKSI 102130Z 05006KT CAVOK 16/15 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267917+00:00,RPLL,2026-09-10T21:00:00.000Z,25.0,25.0,2.0,METAR RPLL 102100Z VRB02KT 9999 FEW025 BKN130 25/25 Q1011 NOSIG RMK A2985,AviationWeather.gov METAR
2026-09-10T21:54:53.267921+00:00,SAEZ,2026-09-10T21:00:00.000Z,19.0,6.0,10.0,METAR SAEZ 102100Z 06010KT CAVOK 19/06 Q1012 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267925+00:00,SBGR,2026-09-10T21:00:00.000Z,17.0,16.0,4.0,METAR SBGR 102100Z 04004KT 5000 -RA BR NSC 17/16 Q1018,AviationWeather.gov METAR
2026-09-10T21:54:53.267929+00:00,VILK,2026-09-10T21:30:00.000Z,27.0,27.0,0.0,METAR VILK 102130Z 00000KT 4000 BR SCT020 BKN100 27/27 Q1006 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267933+00:00,WMKK,2026-09-10T21:30:00.000Z,25.0,25.0,2.0,METAR WMKK 102130Z VRB02KT 5000 TSRA FEW006 FEW017CB SCT030 25/25 Q1009 TEMPO 3000 TSRA,AviationWeather.gov METAR
2026-09-10T21:54:53.267937+00:00,WSSS,2026-09-10T21:30:00.000Z,28.0,25.0,6.0,METAR WSSS 102130Z 10006KT 8000 SCT016 BKN300 28/25 Q1009 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267940+00:00,ZBAA,2026-09-10T21:30:00.000Z,13.0,11.0,6.0,METAR ZBAA 102130Z 35003MPS CAVOK 13/11 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267944+00:00,ZGGG,2026-09-10T21:30:00.000Z,25.0,18.0,14.0,METAR ZGGG 102130Z 01007MPS CAVOK 25/18 Q1016 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267948+00:00,ZGSZ,2026-09-10T21:00:00.000Z,26.0,20.0,10.0,METAR ZGSZ 102100Z 03005MPS CAVOK 26/20 Q1014 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267952+00:00,ZHCC,2026-09-10T21:00:00.000Z,18.0,16.0,2.0,METAR ZHCC 102100Z 28001MPS CAVOK 18/16 Q1024 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267956+00:00,ZHHH,2026-09-10T21:00:00.000Z,18.0,11.0,2.0,METAR ZHHH 102100Z VRB01MPS CAVOK 18/11 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267960+00:00,ZSPD,2026-09-10T21:30:00.000Z,24.0,23.0,14.0,METAR ZSPD 102130Z 05007MPS 010V070 9999 -SHRA BKN008 24/23 Q1019 BECMG TL2230 BKN011,AviationWeather.gov METAR
2026-09-10T21:54:53.267964+00:00,ZSQD,2026-09-10T21:00:00.000Z,14.0,11.0,4.0,METAR ZSQD 102100Z 33002MPS CAVOK 14/11 Q1023 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267968+00:00,ZUCK,2026-09-10T21:00:00.000Z,20.0,20.0,2.0,METAR ZUCK 102100Z VRB01MPS 5000 -SHRA BR FEW004 SCT014 OVC030 20/20 Q1022 NOSIG,AviationWeather.gov METAR
2026-09-10T21:54:53.267972+00:00,ZUUU,2026-09-10T21:00:00.000Z,19.0,15.0,10.0,METAR ZUUU 102100Z 02005MPS 9999 FEW026 19/15 Q1023 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902131+00:00,CYYZ,2026-09-10T21:00:00.000Z,23.0,11.0,21.0,METAR CYYZ 102100Z 31021G27KT 15SM BKN060 BKN260 23/11 A2991 RMK SC5CI2 SLP130 DENSITY ALT 1700FT,AviationWeather.gov METAR
2026-09-10T21:56:26.902148+00:00,EDDM,2026-09-10T22:00:00.000Z,12.0,11.0,2.0,METAR EDDM 102150Z AUTO 10002KT CAVOK 12/11 Q1020 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902154+00:00,EFHK,2026-09-10T22:00:00.000Z,12.0,12.0,9.0,METAR EFHK 102150Z 33009KT 9999 FEW040 12/12 Q1003 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902158+00:00,EGLC,2026-09-10T22:00:00.000Z,17.0,12.0,11.0,METAR EGLC 102150Z AUTO 22011KT 9999 SCT025 BKN030 BKN039 17/12 Q1015,AviationWeather.gov METAR
2026-09-10T21:56:26.902161+00:00,EHAM,2026-09-10T21:25:00.000Z,16.0,11.0,6.0,METAR EHAM 102125Z 17006KT CAVOK 16/11 Q1017 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902165+00:00,EPWA,2026-09-10T21:30:00.000Z,11.0,7.0,6.0,METAR EPWA 102130Z 26006KT CAVOK 11/07 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902169+00:00,FACT,2026-09-10T21:00:00.000Z,16.0,13.0,16.0,METAR FACT 102100Z 19016KT 9999 FEW005 16/13 Q1022 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902174+00:00,KATL,2026-09-10T22:00:00.000Z,31.7,18.9,3.0,METAR KATL 102152Z 18003KT 10SM FEW050 FEW250 32/19 A3000 RMK AO2 SLP146 TCU DSNT NE SE S T03170189 $,AviationWeather.gov METAR
2026-09-10T21:56:26.902179+00:00,KAUS,2026-09-10T21:00:00.000Z,37.2,18.9,7.0,METAR KAUS 102053Z 21007KT 10SM FEW065 SCT080 SCT200 37/19 A2988 RMK AO2 SLP103 T03720189 58039,AviationWeather.gov METAR
2026-09-10T21:56:26.902184+00:00,KBKF,2026-09-10T21:00:00.000Z,30.4,-9.3,6.0,METAR KBKF 102058Z VRB06KT 10SM FEW080 FEW140 30/M09 A3010 RMK AO2A SLP116 T03041093 57028,AviationWeather.gov METAR
2026-09-10T21:56:26.902187+00:00,KDAL,2026-09-10T21:00:00.000Z,36.7,17.8,3.0,METAR KDAL 102053Z VRB03KT 10SM SCT075TCU SCT110 BKN250 37/18 A2988 RMK AO2 SLP110 CB DSNT W-N MOV SE TCU SW-NW-NE AND DSNT ALQDS T03670178 56029,AviationWeather.gov METAR
2026-09-10T21:56:26.902190+00:00,KHOU,2026-09-10T21:00:00.000Z,30.6,22.2,0.0,METAR KHOU 102053Z 00000KT 10SM SCT040 SCT100 SCT200 BKN250 31/22 A2993 RMK AO2 SLP137 CB DSNT SW MOV LTL T03060222 56025,AviationWeather.gov METAR
2026-09-10T21:56:26.902194+00:00,KLAX,2026-09-10T21:00:00.000Z,31.1,19.4,10.0,METAR KLAX 102053Z 28010KT 10SM FEW120 FEW180 SCT230 SCT280 31/19 A2987 RMK AO2 SLP111 TCU DSNT NE CB DSNT E T03110194 58019 $,AviationWeather.gov METAR
2026-09-10T21:56:26.902197+00:00,KLGA,2026-09-10T22:00:00.000Z,30.0,16.7,7.0,METAR KLGA 102151Z 28007KT 10SM FEW050 SCT150 SCT190 BKN250 30/17 A2981 RMK AO2 SLP095 T03000167,AviationWeather.gov METAR
2026-09-10T21:56:26.902200+00:00,KMIA,2026-09-10T21:00:00.000Z,29.4,23.9,3.0,METAR KMIA 102053Z 18003KT 10SM FEW025 SCT180 OVC250 29/24 A3000 RMK AO2 SLP157 60001 T02940239 56029,AviationWeather.gov METAR
2026-09-10T21:56:26.902203+00:00,KORD,2026-09-10T22:00:00.000Z,25.0,11.1,4.0,METAR KORD 102151Z 08004KT 10SM FEW050 SCT250 25/11 A3000 RMK AO2 SLP155 T02500111,AviationWeather.gov METAR
2026-09-10T21:56:26.902206+00:00,KSEA,2026-09-10T21:00:00.000Z,20.0,12.2,6.0,METAR KSEA 102053Z 31006KT 10SM FEW025 SCT042 BKN050 BKN240 20/12 A3003 RMK AO2 SLP173 T02000122 56008 $,AviationWeather.gov METAR
2026-09-10T21:56:26.902209+00:00,KSFO,2026-09-10T21:00:00.000Z,28.9,12.2,12.0,METAR KSFO 102056Z 31012KT 10SM FEW200 29/12 A2995 RMK AO2 SLP141 T02890122 58012 $,AviationWeather.gov METAR
2026-09-10T21:56:26.902213+00:00,LEMD,2026-09-10T21:30:00.000Z,20.0,-1.0,3.0,METAR LEMD 102130Z 36003KT CAVOK 20/M01 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902216+00:00,LFPB,2026-09-10T21:30:00.000Z,14.0,8.0,1.0,METAR LFPB 102130Z AUTO 35001KT CAVOK 14/08 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902219+00:00,LIMC,2026-09-10T21:20:00.000Z,19.0,17.0,4.0,METAR LIMC 102120Z 07004KT 9999 -RA BKN050 19/17 Q1015 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902222+00:00,LTAC,2026-09-10T22:00:00.000Z,17.0,4.0,6.0,METAR LTAC 102150Z 05006KT CAVOK 17/04 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902225+00:00,MMMX,2026-09-10T21:45:00.000Z,23.0,11.0,15.0,SPECI MMMX 102145Z 02015KT 6SM VCRA BKN020CB BKN080 OVC220 23/11 A3027 TEMPO 5SM TSRA RMK 8/963 HZY BINOVC VSBY LWR PCPN N NW,AviationWeather.gov METAR
2026-09-10T21:56:26.902228+00:00,MPMG,2026-09-10T21:00:00.000Z,29.0,26.0,5.0,METAR MPMG 102100Z 31005KT 280V340 9000 VCSH SCT016CB SCT080 29/26 Q1007 RETSRA TEMPO TS,AviationWeather.gov METAR
2026-09-10T21:56:26.902231+00:00,NZWN,2026-09-10T21:30:00.000Z,11.0,5.0,16.0,METAR NZWN 102130Z AUTO 35016KT 320V020 9999 SCT031/// 11/05 Q1006,AviationWeather.gov METAR
2026-09-10T21:56:26.902234+00:00,OEJN,2026-09-10T21:00:00.000Z,32.0,27.0,6.0,METAR OEJN 102100Z 31006KT 9999 SCT040 32/27 Q1006 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902237+00:00,OPKC,2026-09-10T21:30:00.000Z,27.0,23.0,3.0,METAR OPKC 102130Z 26003KT 4000 HZ SCT020 27/23 Q1008 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902240+00:00,RJTT,2026-09-10T21:30:00.000Z,19.0,18.0,10.0,METAR RJTT 102130Z 36010KT 4500 RA BR FEW004 BKN015 19/18 Q1019 TEMPO 3000 SHRA BR FEW003 BKN005,AviationWeather.gov METAR
2026-09-10T21:56:26.902243+00:00,RKPK,2026-09-10T21:00:00.000Z,19.0,15.0,3.0,METAR RKPK 102100Z 31003KT CAVOK 19/15 Q1019,AviationWeather.gov METAR
2026-09-10T21:56:26.902247+00:00,RKSI,2026-09-10T21:30:00.000Z,16.0,15.0,6.0,METAR RKSI 102130Z 05006KT CAVOK 16/15 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902250+00:00,RPLL,2026-09-10T21:00:00.000Z,25.0,25.0,2.0,METAR RPLL 102100Z VRB02KT 9999 FEW025 BKN130 25/25 Q1011 NOSIG RMK A2985,AviationWeather.gov METAR
2026-09-10T21:56:26.902253+00:00,SAEZ,2026-09-10T21:00:00.000Z,19.0,6.0,10.0,METAR SAEZ 102100Z 06010KT CAVOK 19/06 Q1012 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902256+00:00,SBGR,2026-09-10T21:00:00.000Z,17.0,16.0,4.0,METAR SBGR 102100Z 04004KT 5000 -RA BR NSC 17/16 Q1018,AviationWeather.gov METAR
2026-09-10T21:56:26.902260+00:00,VILK,2026-09-10T21:30:00.000Z,27.0,27.0,0.0,METAR VILK 102130Z 00000KT 4000 BR SCT020 BKN100 27/27 Q1006 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902263+00:00,WMKK,2026-09-10T21:30:00.000Z,25.0,25.0,2.0,METAR WMKK 102130Z VRB02KT 5000 TSRA FEW006 FEW017CB SCT030 25/25 Q1009 TEMPO 3000 TSRA,AviationWeather.gov METAR
2026-09-10T21:56:26.902266+00:00,WSSS,2026-09-10T21:30:00.000Z,28.0,25.0,6.0,METAR WSSS 102130Z 10006KT 8000 SCT016 BKN300 28/25 Q1009 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902269+00:00,ZBAA,2026-09-10T21:30:00.000Z,13.0,11.0,6.0,METAR ZBAA 102130Z 35003MPS CAVOK 13/11 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902272+00:00,ZGGG,2026-09-10T21:30:00.000Z,25.0,18.0,14.0,METAR ZGGG 102130Z 01007MPS CAVOK 25/18 Q1016 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902275+00:00,ZGSZ,2026-09-10T21:00:00.000Z,26.0,20.0,10.0,METAR ZGSZ 102100Z 03005MPS CAVOK 26/20 Q1014 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902278+00:00,ZHCC,2026-09-10T21:00:00.000Z,18.0,16.0,2.0,METAR ZHCC 102100Z 28001MPS CAVOK 18/16 Q1024 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902281+00:00,ZHHH,2026-09-10T21:00:00.000Z,18.0,11.0,2.0,METAR ZHHH 102100Z VRB01MPS CAVOK 18/11 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902284+00:00,ZSPD,2026-09-10T21:30:00.000Z,24.0,23.0,14.0,METAR ZSPD 102130Z 05007MPS 010V070 9999 -SHRA BKN008 24/23 Q1019 BECMG TL2230 BKN011,AviationWeather.gov METAR
2026-09-10T21:56:26.902287+00:00,ZSQD,2026-09-10T21:00:00.000Z,14.0,11.0,4.0,METAR ZSQD 102100Z 33002MPS CAVOK 14/11 Q1023 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902290+00:00,ZUCK,2026-09-10T21:00:00.000Z,20.0,20.0,2.0,METAR ZUCK 102100Z VRB01MPS 5000 -SHRA BR FEW004 SCT014 OVC030 20/20 Q1022 NOSIG,AviationWeather.gov METAR
2026-09-10T21:56:26.902293+00:00,ZUUU,2026-09-10T21:00:00.000Z,19.0,15.0,10.0,METAR ZUUU 102100Z 02005MPS 9999 FEW026 19/15 Q1023 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225732+00:00,CYYZ,2026-09-10T21:00:00.000Z,23.0,11.0,21.0,METAR CYYZ 102100Z 31021G27KT 15SM BKN060 BKN260 23/11 A2991 RMK SC5CI2 SLP130 DENSITY ALT 1700FT,AviationWeather.gov METAR
2026-09-10T22:01:06.225751+00:00,EDDM,2026-09-10T22:00:00.000Z,12.0,11.0,2.0,METAR EDDM 102150Z AUTO 10002KT CAVOK 12/11 Q1020 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225757+00:00,EFHK,2026-09-10T22:00:00.000Z,12.0,12.0,9.0,METAR EFHK 102150Z 33009KT 9999 FEW040 12/12 Q1003 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225761+00:00,EGLC,2026-09-10T22:00:00.000Z,17.0,12.0,11.0,METAR EGLC 102150Z AUTO 22011KT 9999 SCT025 BKN030 BKN039 17/12 Q1015,AviationWeather.gov METAR
2026-09-10T22:01:06.225765+00:00,EHAM,2026-09-10T22:00:00.000Z,16.0,11.0,5.0,METAR EHAM 102155Z 18005KT CAVOK 16/11 Q1017 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225768+00:00,EPWA,2026-09-10T21:30:00.000Z,11.0,7.0,6.0,METAR EPWA 102130Z 26006KT CAVOK 11/07 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225772+00:00,FACT,2026-09-10T21:00:00.000Z,16.0,13.0,16.0,METAR FACT 102100Z 19016KT 9999 FEW005 16/13 Q1022 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225778+00:00,KATL,2026-09-10T22:00:00.000Z,31.7,18.9,3.0,METAR KATL 102152Z 18003KT 10SM FEW050 FEW250 32/19 A3000 RMK AO2 SLP146 TCU DSNT NE SE S T03170189 $,AviationWeather.gov METAR
2026-09-10T22:01:06.225783+00:00,KAUS,2026-09-10T22:00:00.000Z,37.2,17.8,5.0,METAR KAUS 102153Z 15005KT 10SM SCT070 SCT200 37/18 A2985 RMK AO2 SLP095 T03720178,AviationWeather.gov METAR
2026-09-10T22:01:06.225787+00:00,KBKF,2026-09-10T21:00:00.000Z,30.4,-9.3,6.0,METAR KBKF 102058Z VRB06KT 10SM FEW080 FEW140 30/M09 A3010 RMK AO2A SLP116 T03041093 57028,AviationWeather.gov METAR
2026-09-10T22:01:06.225791+00:00,KDAL,2026-09-10T22:00:00.000Z,35.6,18.9,12.0,METAR KDAL 102153Z 02012G20KT 10SM BKN075TCU BKN110 BKN250 36/19 A2988 RMK AO2 SLP109 OCNL LTGIC DSNT NW CB DSNT W-N MOV SE TCU ALQDS T03560189,AviationWeather.gov METAR
2026-09-10T22:01:06.225794+00:00,KHOU,2026-09-10T22:00:00.000Z,31.1,22.2,8.0,METAR KHOU 102153Z 15008KT 10SM SCT036 SCT090 SCT200 BKN250 31/22 A2990 RMK AO2 SLP129 T03110222,AviationWeather.gov METAR
2026-09-10T22:01:06.225798+00:00,KLAX,2026-09-10T22:00:00.000Z,31.1,19.4,9.0,METAR KLAX 102153Z 26009KT 10SM FEW120 FEW180 SCT250 31/19 A2985 RMK AO2 SLP105 TCU DSNT NE CB DSNT E T03110194 $,AviationWeather.gov METAR
2026-09-10T22:01:06.225801+00:00,KLGA,2026-09-10T22:00:00.000Z,30.0,16.7,7.0,METAR KLGA 102151Z 28007KT 10SM FEW050 SCT150 SCT190 BKN250 30/17 A2981 RMK AO2 SLP095 T03000167,AviationWeather.gov METAR
2026-09-10T22:01:06.225804+00:00,KMIA,2026-09-10T22:00:00.000Z,29.4,24.4,0.0,METAR KMIA 102153Z 00000KT 10SM FEW025 SCT170 OVC250 29/24 A2999 RMK AO2 SLP157 T02940244,AviationWeather.gov METAR
2026-09-10T22:01:06.225807+00:00,KORD,2026-09-10T22:00:00.000Z,25.0,11.1,4.0,METAR KORD 102151Z 08004KT 10SM FEW050 SCT250 25/11 A3000 RMK AO2 SLP155 T02500111,AviationWeather.gov METAR
2026-09-10T22:01:06.225811+00:00,KSEA,2026-09-10T22:00:00.000Z,21.1,11.7,6.0,METAR KSEA 102153Z 25006KT 10SM FEW033 BKN047 BKN240 21/12 A3001 RMK AO2 SLP166 T02110117 $,AviationWeather.gov METAR
2026-09-10T22:01:06.225833+00:00,KSFO,2026-09-10T22:00:00.000Z,25.6,13.9,13.0,METAR KSFO 102156Z 33013KT 10SM FEW005 SCT200 26/14 A2994 RMK AO2 SLP137 T02560139,AviationWeather.gov METAR
2026-09-10T22:01:06.225838+00:00,LEMD,2026-09-10T21:30:00.000Z,20.0,-1.0,3.0,METAR LEMD 102130Z 36003KT CAVOK 20/M01 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225841+00:00,LFPB,2026-09-10T21:30:00.000Z,14.0,8.0,1.0,METAR LFPB 102130Z AUTO 35001KT CAVOK 14/08 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225844+00:00,LIMC,2026-09-10T22:00:00.000Z,19.0,16.0,4.0,METAR LIMC 102150Z 12004KT 9999 BKN050 19/16 Q1015 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225848+00:00,LTAC,2026-09-10T22:00:00.000Z,17.0,4.0,6.0,METAR LTAC 102150Z 05006KT CAVOK 17/04 Q1019 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225851+00:00,MMMX,2026-09-10T21:45:00.000Z,23.0,11.0,15.0,SPECI MMMX 102145Z 02015KT 6SM VCRA BKN020CB BKN080 OVC220 23/11 A3027 TEMPO 5SM TSRA RMK 8/963 HZY BINOVC VSBY LWR PCPN N NW,AviationWeather.gov METAR
2026-09-10T22:01:06.225854+00:00,MPMG,2026-09-10T21:00:00.000Z,29.0,26.0,5.0,METAR MPMG 102100Z 31005KT 280V340 9000 VCSH SCT016CB SCT080 29/26 Q1007 RETSRA TEMPO TS,AviationWeather.gov METAR
2026-09-10T22:01:06.225857+00:00,NZWN,2026-09-10T21:30:00.000Z,11.0,5.0,16.0,METAR NZWN 102130Z AUTO 35016KT 320V020 9999 SCT031/// 11/05 Q1006,AviationWeather.gov METAR
2026-09-10T22:01:06.225860+00:00,OEJN,2026-09-10T22:00:00.000Z,32.0,27.0,5.0,METAR OEJN 102200Z 31005KT 9999 SCT040 32/27 Q1006 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225864+00:00,OPKC,2026-09-10T21:30:00.000Z,27.0,23.0,3.0,METAR OPKC 102130Z 26003KT 4000 HZ SCT020 27/23 Q1008 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225867+00:00,RJTT,2026-09-10T21:30:00.000Z,19.0,18.0,10.0,METAR RJTT 102130Z 36010KT 4500 RA BR FEW004 BKN015 19/18 Q1019 TEMPO 3000 SHRA BR FEW003 BKN005,AviationWeather.gov METAR
2026-09-10T22:01:06.225870+00:00,RKPK,2026-09-10T21:00:00.000Z,19.0,15.0,3.0,METAR RKPK 102100Z 31003KT CAVOK 19/15 Q1019,AviationWeather.gov METAR
2026-09-10T22:01:06.225873+00:00,RKSI,2026-09-10T21:30:00.000Z,16.0,15.0,6.0,METAR RKSI 102130Z 05006KT CAVOK 16/15 Q1021 NOSIG,AviationWeather.gov METAR
2026-09-10T22:01:06.225876+00:00,RPLL,2026-09-10T21:00:00.000Z,25.0,25.0,2.0,METAR RPLL 102100Z VRB02KT 9999 FEW025 BKN130 25/25 Q1011 NOSIG RMK A2985,AviationWeather.gov METAR
