run_at,city,station,market_date,market_type,unit,market_id,event_key,bucket_type,bucket_value,bucket_low,bucket_high,group_title,model_probability,market_probability,entry_price,fee_rate,fee_per_share,gross_edge,net_ev_per_share,net_return_if_win,forecast_count,forecast_mean_c,forecast_min_c,forecast_max_c,forecast_std_c,observation_temperature_c,observation_time,signal,reason
2026-09-10T21:49:08.059406+00:00,Los Angeles,KLAX,2026-09-10,highest_temperature,F,4362179,los_angeles|2026_09_10|highest_temperature|f|klax,or_higher,94.0,94.0,,94°F or higher,0.816071,0.007,0.01,0.05,0.000495,0.806071,0.805576,98.9505,3,35.2,34.5,36.6,1.2124,31.1,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.8161; entry=0.0100; gross_edge=0.8061; fee=0.00049; net_ev=0.8056; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609529+00:00,Milan,LIMC,2026-09-10,highest_temperature,C,4356359,milan|2026_09_10|highest_temperature|c|limc,exact,21.0,21.0,21.0,21°C,0.247769,0.0005,0.001,0.05,4.995e-05,0.246769,0.246719,998.95005,3,21.9,21.4,22.4,0.5,19.0,2026-09-10T21:20:00.000Z,PAPER_BUY,model_probability=0.2478; entry=0.0010; gross_edge=0.2468; fee=0.00005; net_ev=0.2467; entry_source=ask; fee_source=market
2026-09-10T21:54:54.615236+00:00,Panama City,MPMG,2026-09-10,highest_temperature,C,4363792,panama_city|2026_09_10|highest_temperature|c|mpmg,exact,29.0,29.0,29.0,29°C,0.247769,0.0005,0.001,0.05,4.995e-05,0.246769,0.246719,998.95005,3,29.9,29.5,30.3,0.4,29.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2478; entry=0.0010; gross_edge=0.2468; fee=0.00005; net_ev=0.2467; entry_source=ask; fee_source=market
2026-09-10T21:54:54.625867+00:00,New York City,KLGA,2026-09-11,highest_temperature,F,4402217,new_york_city|2026_09_11|highest_temperature|f|klga,range,,84.0,85.0,84-85°F,0.267272,0.01,0.02,0.05,0.00098,0.247272,0.246292,48.951,3,27.7667,27.1,28.1,0.5774,30.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2673; entry=0.0200; gross_edge=0.2473; fee=0.00098; net_ev=0.2463; entry_source=ask; fee_source=market
2026-09-10T21:54:54.610743+00:00,Denver,KBKF,2026-09-10,highest_temperature,F,4358682,denver|2026_09_10|highest_temperature|f|kbkf,range,,84.0,85.0,84-85°F,0.244798,0.0005,0.001,0.05,4.995e-05,0.243798,0.243748,998.95005,3,30.6667,30.6,30.8,0.1155,30.4,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2448; entry=0.0010; gross_edge=0.2438; fee=0.00005; net_ev=0.2437; entry_source=ask; fee_source=market
2026-09-10T21:54:54.624032+00:00,Atlanta,KATL,2026-09-11,highest_temperature,F,4401440,atlanta|2026_09_11|highest_temperature|f|katl,range,,86.0,87.0,86-87°F,0.429898,0.17,0.18,0.05,0.00738,0.249898,0.242518,4.514556,3,30.9,30.6,31.5,0.5196,31.7,2026-09-10T22:00:00.000Z,PAPER_BUY,model_probability=0.4299; entry=0.1800; gross_edge=0.2499; fee=0.00738; net_ev=0.2425; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609182+00:00,Paris,LFPB,2026-09-10,highest_temperature,C,4356234,paris|2026_09_10|highest_temperature|c|lfpb,exact,20.0,20.0,20.0,20°C,0.242856,0.0005,0.001,0.05,4.995e-05,0.241856,0.241806,998.95005,3,20.9333,20.3,21.6,0.6506,14.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2429; entry=0.0010; gross_edge=0.2419; fee=0.00005; net_ev=0.2418; entry_source=ask; fee_source=market
2026-09-10T21:54:54.614752+00:00,Buenos Aires,SAEZ,2026-09-10,highest_temperature,C,4363757,buenos_aires|2026_09_10|highest_temperature|c|saez,exact,20.0,20.0,20.0,20°C,0.242856,0.0005,0.001,0.05,4.995e-05,0.241856,0.241806,998.95005,3,20.9333,20.7,21.1,0.2082,19.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2429; entry=0.0010; gross_edge=0.2419; fee=0.00005; net_ev=0.2418; entry_source=ask; fee_source=market
2026-09-10T21:54:54.626327+00:00,Houston,KHOU,2026-09-11,highest_temperature,F,4402247,houston|2026_09_11|highest_temperature|f|khou,range,,88.0,89.0,88-89°F,0.459122,0.2,0.21,0.05,0.008295,0.249122,0.240827,3.722405,3,31.8,31.8,31.8,0.0,30.6,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.4591; entry=0.2100; gross_edge=0.2491; fee=0.00830; net_ev=0.2408; entry_source=ask; fee_source=market
2026-09-10T21:54:54.608751+00:00,Amsterdam,EHAM,2026-09-10,lowest_temperature,C,4355847,amsterdam|2026_09_10|lowest_temperature|c|eham,exact,12.0,12.0,12.0,12°C,0.241815,0.0005,0.001,0.05,4.995e-05,0.240815,0.240765,998.95005,3,12.1667,10.7,13.5,1.4048,16.0,2026-09-10T21:25:00.000Z,PAPER_BUY,model_probability=0.2418; entry=0.0010; gross_edge=0.2408; fee=0.00005; net_ev=0.2408; entry_source=ask; fee_source=market
2026-09-10T21:54:54.634839+00:00,Singapore,WSSS,2026-09-12,highest_temperature,C,4431303,singapore|2026_09_12|highest_temperature|c|wsss,exact,30.0,30.0,30.0,30°C,0.279299,0.03,0.04,0.05,0.00192,0.239299,0.237379,23.952,3,30.6667,30.1,31.0,0.4933,28.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2793; entry=0.0400; gross_edge=0.2393; fee=0.00192; net_ev=0.2374; entry_source=ask; fee_source=market
2026-09-10T21:54:54.623892+00:00,Dallas,KDAL,2026-09-11,highest_temperature,F,4401431,dallas|2026_09_11|highest_temperature|f|kdal,range,,98.0,99.0,98-99°F,0.482823,0.23,0.24,0.05,0.00912,0.242823,0.233703,3.128667,3,36.9,36.9,36.9,0.0,36.7,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.4828; entry=0.2400; gross_edge=0.2428; fee=0.00912; net_ev=0.2337; entry_source=ask; fee_source=market
2026-09-10T21:54:54.614956+00:00,Toronto,CYYZ,2026-09-10,highest_temperature,C,4363773,toronto|2026_09_10|highest_temperature|c|cyyz,or_higher,27.0,27.0,,27°C or higher,0.236624,0.0015,0.003,0.05,0.00014955,0.233624,0.233474,332.283483,3,25.5,24.1,26.2,1.2124,23.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2366; entry=0.0030; gross_edge=0.2336; fee=0.00015; net_ev=0.2335; entry_source=ask; fee_source=market
2026-09-10T21:54:54.613713+00:00,San Francisco,KSFO,2026-09-10,highest_temperature,F,4362188,san_francisco|2026_09_10|highest_temperature|f|ksfo,range,,86.0,87.0,86-87°F,0.275267,0.03,0.04,0.05,0.00192,0.235267,0.233347,23.952,3,30.0,28.9,32.2,1.9053,28.9,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2753; entry=0.0400; gross_edge=0.2353; fee=0.00192; net_ev=0.2333; entry_source=ask; fee_source=market
2026-09-10T21:54:54.613949+00:00,Buenos Aires,SAEZ,2026-09-10,lowest_temperature,C,4363375,buenos_aires|2026_09_10|lowest_temperature|c|saez,exact,8.0,8.0,8.0,8°C,0.232811,0.0005,0.001,0.05,4.995e-05,0.231811,0.231761,998.95005,3,9.0,8.6,9.2,0.3464,19.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2328; entry=0.0010; gross_edge=0.2318; fee=0.00005; net_ev=0.2318; entry_source=ask; fee_source=market
2026-09-10T21:54:54.613971+00:00,Buenos Aires,SAEZ,2026-09-10,lowest_temperature,C,4363377,buenos_aires|2026_09_10|lowest_temperature|c|saez,exact,10.0,10.0,10.0,10°C,0.232811,0.0005,0.001,0.05,4.995e-05,0.231811,0.231761,998.95005,3,9.0,8.6,9.2,0.3464,19.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2328; entry=0.0010; gross_edge=0.2318; fee=0.00005; net_ev=0.2318; entry_source=ask; fee_source=market
2026-09-10T21:54:54.628867+00:00,Panama City,MPMG,2026-09-11,highest_temperature,C,4405146,panama_city|2026_09_11|highest_temperature|c|mpmg,exact,30.0,30.0,30.0,30°C,0.272877,0.035,0.04,0.05,0.00192,0.232877,0.230957,23.952,3,30.4333,29.7,31.8,1.1846,29.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2729; entry=0.0400; gross_edge=0.2329; fee=0.00192; net_ev=0.2310; entry_source=ask; fee_source=market
2026-09-10T21:54:54.620077+00:00,Ankara,LTAC,2026-09-11,highest_temperature,C,4399985,ankara|2026_09_11|highest_temperature|c|ltac,exact,29.0,29.0,29.0,29°C,0.261963,0.025,0.03,0.05,0.001455,0.231963,0.230508,32.284833,3,29.8,29.3,30.4,0.5568,17.0,2026-09-10T21:20:00.000Z,PAPER_BUY,model_probability=0.2620; entry=0.0300; gross_edge=0.2320; fee=0.00145; net_ev=0.2305; entry_source=ask; fee_source=market
2026-09-10T21:54:54.610619+00:00,Atlanta,KATL,2026-09-10,highest_temperature,F,4358674,atlanta|2026_09_10|highest_temperature|f|katl,range,,92.0,93.0,92-93°F,0.249755,0.01,0.02,0.05,0.00098,0.229755,0.228775,48.951,3,32.1333,31.8,32.3,0.2887,31.7,2026-09-10T22:00:00.000Z,PAPER_BUY,model_probability=0.2498; entry=0.0200; gross_edge=0.2298; fee=0.00098; net_ev=0.2288; entry_source=ask; fee_source=market
2026-09-10T21:54:54.624398+00:00,Denver,KBKF,2026-09-11,highest_temperature,F,4401464,denver|2026_09_11|highest_temperature|f|kbkf,range,,88.0,89.0,88-89°F,0.466145,0.215,0.23,0.05,0.008855,0.236145,0.22729,3.309326,3,31.7333,31.5,32.2,0.4041,30.4,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.4661; entry=0.2300; gross_edge=0.2361; fee=0.00886; net_ev=0.2273; entry_source=ask; fee_source=market
2026-09-10T21:54:54.611256+00:00,Atlanta,KATL,2026-09-10,lowest_temperature,F,4358879,atlanta|2026_09_10|lowest_temperature|f|katl,range,,74.0,75.0,74-75°F,0.227667,0.0005,0.001,0.05,4.995e-05,0.226667,0.226617,998.95005,3,22.0333,21.1,22.5,0.8083,31.7,2026-09-10T22:00:00.000Z,PAPER_BUY,model_probability=0.2277; entry=0.0010; gross_edge=0.2267; fee=0.00005; net_ev=0.2266; entry_source=ask; fee_source=market
2026-09-10T21:54:54.613564+00:00,Los Angeles,KLAX,2026-09-10,highest_temperature,F,4362178,los_angeles|2026_09_10|highest_temperature|f|klax,range,,92.0,93.0,92-93°F,0.235561,0.0055,0.01,0.05,0.000495,0.225561,0.225066,98.9505,3,35.2,34.5,36.6,1.2124,31.1,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2356; entry=0.0100; gross_edge=0.2256; fee=0.00049; net_ev=0.2251; entry_source=ask; fee_source=market
2026-09-10T21:54:54.634389+00:00,Munich,EDDM,2026-09-12,highest_temperature,C,4431248,munich|2026_09_12|highest_temperature|c|eddm,exact,21.0,21.0,21.0,21°C,0.287135,0.045,0.06,0.05,0.00282,0.227135,0.224315,15.619667,3,21.6,21.3,21.8,0.2646,12.0,2026-09-10T22:00:00.000Z,PAPER_BUY,model_probability=0.2871; entry=0.0600; gross_edge=0.2271; fee=0.00282; net_ev=0.2243; entry_source=ask; fee_source=market
2026-09-10T21:54:54.621883+00:00,Wuhan,ZHHH,2026-09-11,highest_temperature,C,4400156,wuhan|2026_09_11|highest_temperature|c|zhhh,exact,27.0,27.0,27.0,27°C,0.306579,0.075,0.08,0.05,0.00368,0.226579,0.222899,11.454,3,27.4,27.2,27.6,0.2,18.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.3066; entry=0.0800; gross_edge=0.2266; fee=0.00368; net_ev=0.2229; entry_source=ask; fee_source=market
2026-09-10T21:54:54.637769+00:00,Dallas,KDAL,2026-09-12,highest_temperature,F,4433718,dallas|2026_09_12|highest_temperature|f|kdal,range,,104.0,105.0,104-105°F,0.264756,0.03,0.04,0.05,0.00192,0.224756,0.222836,23.952,3,38.8667,38.8,38.9,0.0577,36.7,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2648; entry=0.0400; gross_edge=0.2248; fee=0.00192; net_ev=0.2228; entry_source=ask; fee_source=market
2026-09-10T21:54:54.624997+00:00,Miami,KMIA,2026-09-11,lowest_temperature,F,4401772,miami|2026_09_11|lowest_temperature|f|kmia,range,,74.0,75.0,74-75°F,0.284962,0.03,0.06,0.05,0.00282,0.224962,0.222142,15.619667,3,24.9333,24.4,26.0,0.9238,29.4,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2850; entry=0.0600; gross_edge=0.2250; fee=0.00282; net_ev=0.2221; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609205+00:00,Paris,LFPB,2026-09-10,highest_temperature,C,4356236,paris|2026_09_10|highest_temperature|c|lfpb,exact,22.0,22.0,22.0,22°C,0.222532,0.0005,0.001,0.05,4.995e-05,0.221532,0.221482,998.95005,3,20.9333,20.3,21.6,0.6506,14.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2225; entry=0.0010; gross_edge=0.2215; fee=0.00005; net_ev=0.2215; entry_source=ask; fee_source=market
2026-09-10T21:54:54.638005+00:00,New York City,KLGA,2026-09-12,lowest_temperature,F,4433891,new_york_city|2026_09_12|lowest_temperature|f|klga,range,,58.0,59.0,58-59°F,0.241687,0.01,0.02,0.05,0.00098,0.221687,0.220707,48.951,3,16.2667,15.6,17.6,1.1547,30.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2417; entry=0.0200; gross_edge=0.2217; fee=0.00098; net_ev=0.2207; entry_source=ask; fee_source=market
2026-09-10T21:54:54.637573+00:00,Manila,RPLL,2026-09-12,highest_temperature,C,4431546,manila|2026_09_12|highest_temperature|c|rpll,exact,29.0,29.0,29.0,29°C,0.283293,0.05,0.06,0.05,0.00282,0.223293,0.220473,15.619667,3,28.3667,27.9,29.1,0.6429,25.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2833; entry=0.0600; gross_edge=0.2233; fee=0.00282; net_ev=0.2205; entry_source=ask; fee_source=market
2026-09-10T21:54:54.614774+00:00,Buenos Aires,SAEZ,2026-09-10,highest_temperature,C,4363759,buenos_aires|2026_09_10|highest_temperature|c|saez,exact,22.0,22.0,22.0,22°C,0.222532,0.0015,0.003,0.05,0.00014955,0.219532,0.219383,332.283483,3,20.9333,20.7,21.1,0.2082,19.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2225; entry=0.0030; gross_edge=0.2195; fee=0.00015; net_ev=0.2194; entry_source=ask; fee_source=market
2026-09-10T21:54:54.623904+00:00,Dallas,KDAL,2026-09-11,highest_temperature,F,4401432,dallas|2026_09_11|highest_temperature|f|kdal,range,,100.0,101.0,100-101°F,0.322873,0.085,0.1,0.05,0.0045,0.222873,0.218373,8.955,3,36.9,36.9,36.9,0.0,36.7,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.3229; entry=0.1000; gross_edge=0.2229; fee=0.00450; net_ev=0.2184; entry_source=ask; fee_source=market
2026-09-10T21:54:54.638029+00:00,New York City,KLGA,2026-09-12,lowest_temperature,F,4433893,new_york_city|2026_09_12|lowest_temperature|f|klga,range,,62.0,63.0,62-63°F,0.393503,0.16,0.17,0.05,0.007055,0.223503,0.216448,4.840853,3,16.2667,15.6,17.6,1.1547,30.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.3935; entry=0.1700; gross_edge=0.2235; fee=0.00706; net_ev=0.2164; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609018+00:00,London,EGLC,2026-09-10,highest_temperature,C,4356223,london|2026_09_10|highest_temperature|c|eglc,exact,19.0,19.0,19.0,19°C,0.217326,0.0005,0.001,0.05,4.995e-05,0.216326,0.216276,998.95005,3,20.1,19.0,20.9,0.9849,17.0,2026-09-10T22:00:00.000Z,PAPER_BUY,model_probability=0.2173; entry=0.0010; gross_edge=0.2163; fee=0.00005; net_ev=0.2163; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609551+00:00,Milan,LIMC,2026-09-10,highest_temperature,C,4356361,milan|2026_09_10|highest_temperature|c|limc,exact,23.0,23.0,23.0,23°C,0.217326,0.0005,0.001,0.05,4.995e-05,0.216326,0.216276,998.95005,3,21.9,21.4,22.4,0.5,19.0,2026-09-10T21:20:00.000Z,PAPER_BUY,model_probability=0.2173; entry=0.0010; gross_edge=0.2163; fee=0.00005; net_ev=0.2163; entry_source=ask; fee_source=market
2026-09-10T21:54:54.613725+00:00,San Francisco,KSFO,2026-09-10,highest_temperature,F,4362189,san_francisco|2026_09_10|highest_temperature|f|ksfo,range,,88.0,89.0,88-89°F,0.228793,0.0075,0.013,0.05,0.00064155,0.215793,0.215152,75.873727,3,30.0,28.9,32.2,1.9053,28.9,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2288; entry=0.0130; gross_edge=0.2158; fee=0.00064; net_ev=0.2152; entry_source=ask; fee_source=market
2026-09-10T21:54:54.614441+00:00,Panama City,MPMG,2026-09-10,lowest_temperature,C,4363410,panama_city|2026_09_10|lowest_temperature|c|mpmg,exact,24.0,24.0,24.0,24°C,0.297672,0.04,0.08,0.05,0.00368,0.217672,0.213992,11.454,3,24.5,24.1,25.3,0.6928,29.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2977; entry=0.0800; gross_edge=0.2177; fee=0.00368; net_ev=0.2140; entry_source=ask; fee_source=market
2026-09-10T21:54:54.624386+00:00,Denver,KBKF,2026-09-11,highest_temperature,F,4401463,denver|2026_09_11|highest_temperature|f|kbkf,range,,86.0,87.0,86-87°F,0.254736,0.03,0.04,0.05,0.00192,0.214736,0.212816,23.952,3,31.7333,31.5,32.2,0.4041,30.4,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2547; entry=0.0400; gross_edge=0.2147; fee=0.00192; net_ev=0.2128; entry_source=ask; fee_source=market
2026-09-10T21:54:54.623015+00:00,Jeddah,OEJN,2026-09-11,highest_temperature,C,4400262,jeddah|2026_09_11|highest_temperature|c|oejn,or_higher,38.0,38.0,,38°C or higher,0.441364,0.215,0.22,0.05,0.00858,0.221364,0.212784,3.506455,3,37.3,36.3,38.6,1.179,32.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.4414; entry=0.2200; gross_edge=0.2214; fee=0.00858; net_ev=0.2128; entry_source=ask; fee_source=market
2026-09-10T21:54:54.608762+00:00,Amsterdam,EHAM,2026-09-10,lowest_temperature,C,4355848,amsterdam|2026_09_10|lowest_temperature|c|eham,exact,13.0,13.0,13.0,13°C,0.213678,0.0005,0.001,0.05,4.995e-05,0.212678,0.212628,998.95005,3,12.1667,10.7,13.5,1.4048,16.0,2026-09-10T21:25:00.000Z,PAPER_BUY,model_probability=0.2137; entry=0.0010; gross_edge=0.2127; fee=0.00005; net_ev=0.2126; entry_source=ask; fee_source=market
2026-09-10T21:54:54.610427+00:00,Dallas,KDAL,2026-09-10,highest_temperature,F,4358660,dallas|2026_09_10|highest_temperature|f|kdal,range,,94.0,95.0,94-95°F,0.21331,0.0005,0.001,0.05,4.995e-05,0.21231,0.21226,998.95005,3,36.3667,36.3,36.5,0.1155,36.7,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2133; entry=0.0010; gross_edge=0.2123; fee=0.00005; net_ev=0.2123; entry_source=ask; fee_source=market
2026-09-10T21:54:54.610913+00:00,New York City,KLGA,2026-09-10,lowest_temperature,F,4358856,new_york_city|2026_09_10|lowest_temperature|f|klga,range,,74.0,75.0,74-75°F,0.21331,0.0005,0.001,0.05,4.995e-05,0.21231,0.21226,998.95005,3,21.9667,21.5,22.2,0.4041,30.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2133; entry=0.0010; gross_edge=0.2123; fee=0.00005; net_ev=0.2123; entry_source=ask; fee_source=market
2026-09-10T21:54:54.634691+00:00,Shanghai,ZSPD,2026-09-12,highest_temperature,C,4431292,shanghai|2026_09_12|highest_temperature|c|zspd,exact,27.0,27.0,27.0,27°C,0.272667,0.04,0.06,0.05,0.00282,0.212667,0.209847,15.619667,3,27.7,26.5,28.5,1.0583,24.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2727; entry=0.0600; gross_edge=0.2127; fee=0.00282; net_ev=0.2098; entry_source=ask; fee_source=market
2026-09-10T21:54:54.643023+00:00,Toronto,CYYZ,2026-09-12,highest_temperature,C,4437514,toronto|2026_09_12|highest_temperature|c|cyyz,exact,27.0,27.0,27.0,27°C,0.322021,0.105,0.11,0.05,0.004895,0.212021,0.207126,8.046409,3,26.9,26.7,27.0,0.1732,23.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.3220; entry=0.1100; gross_edge=0.2120; fee=0.00490; net_ev=0.2071; entry_source=ask; fee_source=market
2026-09-10T21:54:54.608407+00:00,Madrid,LEMD,2026-09-10,lowest_temperature,C,4355691,madrid|2026_09_10|lowest_temperature|c|lemd,exact,13.0,13.0,13.0,13°C,0.206991,0.0005,0.001,0.05,4.995e-05,0.205991,0.205941,998.95005,3,11.9333,11.1,13.4,1.2741,20.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2070; entry=0.0010; gross_edge=0.2060; fee=0.00005; net_ev=0.2059; entry_source=ask; fee_source=market
2026-09-10T21:54:54.617379+00:00,Chongqing,ZUCK,2026-09-11,lowest_temperature,C,4399299,chongqing|2026_09_11|lowest_temperature|c|zuck,exact,21.0,21.0,21.0,21°C,0.206824,0.0005,0.001,0.05,4.995e-05,0.205824,0.205774,998.95005,3,19.8333,19.6,20.2,0.3215,20.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2068; entry=0.0010; gross_edge=0.2058; fee=0.00005; net_ev=0.2058; entry_source=ask; fee_source=market
2026-09-10T21:54:54.616569+00:00,Shanghai,ZSPD,2026-09-11,lowest_temperature,C,4399231,shanghai|2026_09_11|lowest_temperature|c|zspd,exact,22.0,22.0,22.0,22°C,0.309781,0.07,0.1,0.05,0.0045,0.209781,0.205281,8.955,3,22.3,21.1,23.1,1.0583,24.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.3098; entry=0.1000; gross_edge=0.2098; fee=0.00450; net_ev=0.2053; entry_source=ask; fee_source=market
2026-09-10T21:54:54.621169+00:00,Milan,LIMC,2026-09-11,highest_temperature,C,4400093,milan|2026_09_11|highest_temperature|c|limc,exact,24.0,24.0,24.0,24°C,0.320151,0.1,0.11,0.05,0.004895,0.210151,0.205256,8.046409,3,24.1667,23.6,24.7,0.5508,19.0,2026-09-10T21:20:00.000Z,PAPER_BUY,model_probability=0.3202; entry=0.1100; gross_edge=0.2102; fee=0.00490; net_ev=0.2053; entry_source=ask; fee_source=market
2026-09-10T21:54:54.623279+00:00,Guangzhou,ZGGG,2026-09-11,highest_temperature,C,4400279,guangzhou|2026_09_11|highest_temperature|c|zggg,exact,31.0,31.0,31.0,31°C,0.309157,0.09,0.1,0.05,0.0045,0.209157,0.204657,8.955,3,30.6333,30.3,31.0,0.3512,25.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.3092; entry=0.1000; gross_edge=0.2092; fee=0.00450; net_ev=0.2047; entry_source=ask; fee_source=market
2026-09-10T21:54:54.612204+00:00,Miami,KMIA,2026-09-10,highest_temperature,F,4359136,miami|2026_09_10|highest_temperature|f|kmia,range,,84.0,85.0,84-85°F,0.204509,0.0005,0.001,0.05,4.995e-05,0.203509,0.203459,998.95005,3,30.9667,28.9,32.0,1.7898,29.4,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2045; entry=0.0010; gross_edge=0.2035; fee=0.00005; net_ev=0.2035; entry_source=ask; fee_source=market
2026-09-10T21:54:54.637319+00:00,Qingdao,ZSQD,2026-09-12,highest_temperature,C,4431528,qingdao|2026_09_12|highest_temperature|c|zsqd,exact,29.0,29.0,29.0,29°C,0.275161,0.055,0.07,0.05,0.003255,0.205161,0.201906,13.239214,3,28.3,27.6,28.9,0.6557,14.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2752; entry=0.0700; gross_edge=0.2052; fee=0.00326; net_ev=0.2019; entry_source=ask; fee_source=market
2026-09-10T21:54:54.618118+00:00,Busan,RKPK,2026-09-11,lowest_temperature,C,4399376,busan|2026_09_11|lowest_temperature|c|rkpk,exact,20.0,20.0,20.0,20°C,0.201544,0.0005,0.001,0.05,4.995e-05,0.200544,0.200494,998.95005,3,18.8,18.2,19.3,0.5568,19.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2015; entry=0.0010; gross_edge=0.2005; fee=0.00005; net_ev=0.2005; entry_source=ask; fee_source=market
2026-09-10T21:54:54.619166+00:00,Qingdao,ZSQD,2026-09-11,lowest_temperature,C,4399452,qingdao|2026_09_11|lowest_temperature|c|zsqd,exact,16.0,16.0,16.0,16°C,0.201544,0.0005,0.001,0.05,4.995e-05,0.200544,0.200494,998.95005,3,14.8,13.8,15.8,1.0,14.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2015; entry=0.0010; gross_edge=0.2005; fee=0.00005; net_ev=0.2005; entry_source=ask; fee_source=market
2026-09-10T21:54:54.623721+00:00,Manila,RPLL,2026-09-11,highest_temperature,C,4400311,manila|2026_09_11|highest_temperature|c|rpll,exact,28.0,28.0,28.0,28°C,0.294331,0.085,0.09,0.05,0.004095,0.204331,0.200236,10.065611,3,28.5333,28.2,29.0,0.4163,25.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2943; entry=0.0900; gross_edge=0.2043; fee=0.00409; net_ev=0.2002; entry_source=ask; fee_source=market
2026-09-10T21:54:54.626138+00:00,Austin,KAUS,2026-09-11,highest_temperature,F,4402235,austin|2026_09_11|highest_temperature|f|kaus,range,,94.0,95.0,94-95°F,0.220447,0.01,0.02,0.05,0.00098,0.200447,0.199467,48.951,3,36.3333,36.2,36.4,0.1155,37.2,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2204; entry=0.0200; gross_edge=0.2004; fee=0.00098; net_ev=0.1995; entry_source=ask; fee_source=market
2026-09-10T21:54:54.609788+00:00,Warsaw,EPWA,2026-09-10,highest_temperature,C,4356385,warsaw|2026_09_10|highest_temperature|c|epwa,exact,18.0,18.0,18.0,18°C,0.200443,0.0005,0.001,0.05,4.995e-05,0.199443,0.199393,998.95005,3,19.1667,17.8,20.1,1.2097,11.0,2026-09-10T21:30:00.000Z,PAPER_BUY,model_probability=0.2004; entry=0.0010; gross_edge=0.1994; fee=0.00005; net_ev=0.1994; entry_source=ask; fee_source=market
2026-09-10T21:54:54.610877+00:00,New York City,KLGA,2026-09-10,lowest_temperature,F,4358853,new_york_city|2026_09_10|lowest_temperature|f|klga,range,,68.0,69.0,68-69°F,0.203936,0.003,0.006,0.05,0.0002982,0.197936,0.197638,165.616967,3,21.9667,21.5,22.2,0.4041,30.0,2026-09-10T21:00:00.000Z,PAPER_BUY,model_probability=0.2039; entry=0.0060; gross_edge=0.1979; fee=0.00030; net_ev=0.1976; entry_source=ask; fee_source=market
